                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    130,                 2.1132,                 1.5897,                 2.2563,                0.20448,                0.06536,                0.10324,                0.04305,                   2.45,                 3.1098,                 3.5693,             0.00053163,             0.00053163,             0.00053163
                    131,                 1.9386,                 1.5745,                 2.2285,                0.34194,                0.11111,                0.12373,                0.05014,                 2.4398,                 3.0474,                 3.4811,             0.00053022,             0.00053022,             0.00053022
                    132,                 1.9452,                 1.4959,                  2.176,                0.35491,                0.12698,                0.14259,                0.05281,                 2.4505,                 3.0457,                 3.4449,              0.0005288,              0.0005288,              0.0005288
                    133,                 1.9454,                 1.5558,                 2.2015,                0.39176,                0.12698,                0.16559,                0.05732,                 2.4605,                 3.0038,                 3.4078,             0.00052739,             0.00052739,             0.00052739
                    134,                 1.9408,                 1.5529,                 2.2062,                0.50071,                 0.1746,                0.22024,                0.08036,                  2.412,                 2.8701,                 3.2844,             0.00052598,             0.00052598,             0.00052598
                    135,                 2.0044,                 1.6132,                 2.2584,                0.38242,                0.20641,                0.22853,                0.08943,                 2.3848,                 2.7266,                 3.1512,             0.00052456,             0.00052456,             0.00052456
                    136,                 2.0642,                 1.5483,                 2.2464,                 0.3547,                0.20635,                0.21361,                0.07859,                 2.4049,                 2.7186,                 3.1464,             0.00052315,             0.00052315,             0.00052315
                    137,                 2.0298,                 1.6041,                 2.2092,                0.35487,                 0.2381,                0.20853,                0.07639,                 2.5089,                 2.7374,                 3.1823,             0.00052173,             0.00052173,             0.00052173
                    138,                 2.0168,                 1.5432,                 2.1892,                0.21731,                0.20277,                0.17022,                0.05484,                 2.5528,                 2.8353,                 3.2473,             0.00052032,             0.00052032,             0.00052032
                    139,                 1.9973,                 1.5286,                 2.1589,                0.25558,                0.19048,                0.16555,                0.05182,                 2.5166,                 2.8386,                 3.2271,             0.00051891,             0.00051891,             0.00051891
                    140,                 2.0039,                 1.5227,                 2.1738,                0.26736,                0.19048,                0.18199,                0.07042,                 2.4036,                 2.7414,                 3.1622,             0.00051749,             0.00051749,             0.00051749
                    141,                   1.94,                 1.5561,                 2.1795,                0.30827,                0.22222,                 0.2126,                0.08777,                 2.3405,                 2.6925,                 3.1444,             0.00051608,             0.00051608,             0.00051608
                    142,                  1.979,                 1.5767,                 2.1686,                0.44547,                 0.2381,                0.24635,                0.09449,                 2.3686,                 2.7012,                 3.1787,             0.00051467,             0.00051467,             0.00051467
                    143,                 1.9514,                 1.5642,                  2.186,                0.50151,                0.20635,                0.26925,                0.09792,                 2.4068,                 2.7945,                 3.2695,             0.00051325,             0.00051325,             0.00051325
                    144,                 1.8276,                 1.4599,                 2.1229,                0.52184,                0.22222,                0.26783,                 0.0992,                 2.4308,                 2.7761,                 3.2728,             0.00051184,             0.00051184,             0.00051184
